AIRPORT,Year,Month,Domestic_In,Domestic_Out,Domestic_Total,International_In,International_Out,International_Total,Pax_In,Pax_Out,Pax_Total
BALLINA,2001,4,3813,3970,7783,0,0,0,3813,3970,7783
BRISBANE,2001,4,456387,464608,920995,115261,101408,216669,571648,566016,1137664
CAIRNS,2001,4,90295,89082,179377,26027,27165,53192,116322,116247,232569
CANBERRA,2001,4,88637,90063,178700,0,0,0,88637,90063,178700
DARWIN,2001,4,35099,35020,70119,5812,5973,11785,40911,40993,81904
GOLD COAST,2001,4,76290,78902,155192,1652,1624,3276,77942,80526,158468
HAMILTON ISLAND,2001,4,12604,12632,25236,0,0,0,12604,12632,25236
HOBART,2001,4,48050,48862,96912,0,0,0,48050,48862,96912
KARRATHA,2001,4,7576,7249,14825,0,0,0,7576,7249,14825
LAUNCESTON,2001,4,21420,22187,43607,0,0,0,21420,22187,43607
MACKAY,2001,4,10994,10782,21776,0,0,0,10994,10782,21776
MELBOURNE,2001,4,598913,600820,1199733,137170,145603,282773,736083,746423,1482506
PERTH,2001,4,152644,153570,306214,62964,67451,130415,215608,221021,436629
ROCKHAMPTON,2001,4,11040,10873,21913,0,0,0,11040,10873,21913
SUNSHINE COAST,2001,4,9232,9336,18568,0,0,0,9232,9336,18568
SYDNEY,2001,4,771142,754067,1525209,336349,368688,705037,1107491,1122755,2230246
TOWNSVILLE,2001,4,35201,34248,69449,0,0,0,35201,34248,69449
NEWCASTLE,2001,4,9187,10509,19696,0,0,0,9187,10509,19696
ADELAIDE,2001,5,183637,185569,369206,7358,10058,17416,190995,195627,386622
ALICE SPRINGS,2001,5,27569,28405,55974,0,0,0,27569,28405,55974
All Australian Airports,2001,5,2673538,2673538,5347076,582571,656184,1238755,3256109,3329722,6585831
BALLINA,2001,5,3427,3484,6911,0,0,0,3427,3484,6911
BRISBANE,2001,5,414664,418392,833056,98420,91054,189474,513084,509446,1022530
CAIRNS,2001,5,83488,84024,167512,24651,27175,51826,108139,111199,219338
CANBERRA,2001,5,96153,97692,193845,0,0,0,96153,97692,193845
DARWIN,2001,5,39094,38120,77214,6369,6841,13210,45463,44961,90424
GOLD COAST,2001,5,72375,76344,148719,1597,1243,2840,73972,77587,151559
HAMILTON ISLAND,2001,5,10300,10712,21012,0,0,0,10300,10712,21012
HOBART,2001,5,38931,41937,80868,0,0,0,38931,41937,80868
KARRATHA,2001,5,7577,7575,15152,0,0,0,7577,7575,15152
LAUNCESTON,2001,5,18160,19525,37685,0,0,0,18160,19525,37685
MACKAY,2001,5,11989,12119,24108,0,0,0,11989,12119,24108
MELBOURNE,2001,5,560544,558883,1119427,109605,131744,241349,670149,690627,1360776
PERTH,2001,5,143772,144280,288052,51849,59795,111644,195621,204075,399696
ROCKHAMPTON,2001,5,12633,13051,25684,0,0,0,12633,13051,25684
SUNSHINE COAST,2001,5,6744,7151,13895,0,0,0,6744,7151,13895
SYDNEY,2001,5,710334,695835,1406169,281788,327279,609067,992122,1023114,2015236
TOWNSVILLE,2001,5,35638,35290,70928,0,0,0,35638,35290,70928
NEWCASTLE,2001,5,9312,9336,18648,0,0,0,9312,9336,18648
ADELAIDE,2001,6,179919,180333,360252,9350,9540,18890,189269,189873,379142
ALICE SPRINGS,2001,6,28584,29087,57671,0,0,0,28584,29087,57671
All Australian Airports,2001,6,2632742,2632742,5265484,647013,684205,1331218,3279755,3316947,6596702
BALLINA,2001,6,3055,3125,6180,0,0,0,3055,3125,6180
BRISBANE,2001,6,427295,425135,852430,116559,101832,218391,543854,526967,1070821
CAIRNS,2001,6,92745,88592,181337,27756,27252,55008,120501,115844,236345
CANBERRA,2001,6,86268,87675,173943,0,0,0,86268,87675,173943
DARWIN,2001,6,42266,42017,84283,6381,7015,13396,48647,49032,97679
GOLD COAST,2001,6,80222,79439,159661,1674,1394,3068,81896,80833,162729
HAMILTON ISLAND,2001,6,10432,10222,20654,0,0,0,10432,10222,20654
HOBART,2001,6,40377,38279,78656,0,0,0,40377,38279,78656
KARRATHA,2001,6,7323,7529,14852,0,0,0,7323,7529,14852
LAUNCESTON,2001,6,19107,18989,38096,0,0,0,19107,18989,38096
MACKAY,2001,6,11928,12050,23978,0,0,0,11928,12050,23978
MELBOURNE,2001,6,538821,555298,1094119,120697,139429,260126,659518,694727,1354245
PERTH,2001,6,142092,142943,285035,58802,67064,125866,200894,210007,410901
ROCKHAMPTON,2001,6,11726,12092,23818,0,0,0,11726,12092,23818
SUNSHINE COAST,2001,6,7559,7082,14641,0,0,0,7559,7082,14641
SYDNEY,2001,6,679448,672652,1352100,305000,329844,634844,984448,1002496,1986944
TOWNSVILLE,2001,6,34820,34347,69167,0,0,0,34820,34347,69167
NEWCASTLE,2001,6,8088,7967,16055,0,0,0,8088,7967,16055
ADELAIDE,2001,7,202476,201088,403564,11404,10468,21872,213880,211556,425436
ALICE SPRINGS,2001,7,34587,35352,69939,0,0,0,34587,35352,69939
All Australian Airports,2001,7,2907667,2907667,5815334,819763,727134,1546897,3727430,3634801,7362231
BALLINA,2001,7,4359,4327,8686,0,0,0,4359,4327,8686
BRISBANE,2001,7,482402,487483,969885,137364,103190,240554,619766,590673,1210439
CAIRNS,2001,7,107043,105953,212996,29037,28446,57483,136080,134399,270479
CANBERRA,2001,7,92434,91858,184292,0,0,0,92434,91858,184292
DARWIN,2001,7,50348,50352,100700,9376,7228,16604,59724,57580,117304
GOLD COAST,2001,7,84294,84761,169055,1725,1702,3427,86019,86463,172482
HAMILTON ISLAND,2001,7,11847,11984,23831,0,0,0,11847,11984,23831
HOBART,2001,7,39159,39470,78629,0,0,0,39159,39470,78629
KARRATHA,2001,7,7982,7799,15781,0,0,0,7982,7799,15781
LAUNCESTON,2001,7,16895,17366,34261,0,0,0,16895,17366,34261
MACKAY,2001,7,12035,11711,23746,0,0,0,12035,11711,23746
MELBOURNE,2001,7,599694,594442,1194136,160488,135724,296212,760182,730166,1490348
PERTH,2001,7,145502,146823,292325,72886,62759,135645,218388,209582,427970
ROCKHAMPTON,2001,7,11576,11229,22805,0,0,0,11576,11229,22805
SUNSHINE COAST,2001,7,11617,11468,23085,0,0,0,11617,11468,23085
SYDNEY,2001,7,759651,765567,1525218,396511,376642,773153,1156162,1142209,2298371
TOWNSVILLE,2001,7,37021,36088,73109,0,0,0,37021,36088,73109
NEWCASTLE,2001,7,8614,8359,16973,0,0,0,8614,8359,16973
ADELAIDE,2001,8,186452,189084,375536,9823,9193,19016,196275,198277,394552
ALICE SPRINGS,2001,8,31476,33595,65071,0,0,0,31476,33595,65071
All Australian Airports,2001,8,2787460,2787460,5574920,688655,739708,1428363,3476115,3527168,7003283
BALLINA,2001,8,3622,3724,7346,0,0,0,3622,3724,7346
BRISBANE,2001,8,441741,450282,892023,119550,113153,232703,561291,563435,1124726
CAIRNS,2001,8,99359,103004,202363,31795,34133,65928,131154,137137,268291
CANBERRA,2001,8,92346,94238,186584,0,0,0,92346,94238,186584
DARWIN,2001,8,44751,47888,92639,7589,8294,15883,52340,56182,108522
GOLD COAST,2001,8,79610,82342,161952,1506,1567,3073,81116,83909,165025
HAMILTON ISLAND,2001,8,12087,12052,24139,0,0,0,12087,12052,24139
HOBART,2001,8,39251,39231,78482,0,0,0,39251,39231,78482
KARRATHA,2001,8,7684,8046,15730,0,0,0,7684,8046,15730
LAUNCESTON,2001,8,17137,17520,34657,0,0,0,17137,17520,34657
MACKAY,2001,8,11694,11787,23481,0,0,0,11694,11787,23481
MELBOURNE,2001,8,578353,576311,1154664,125942,135805,261747,704295,712116,1416411
PERTH,2001,8,146486,146179,292665,66192,65246,131438,212678,211425,424103
ROCKHAMPTON,2001,8,11360,11573,22933,0,0,0,11360,11573,22933
SUNSHINE COAST,2001,8,11363,11028,22391,0,0,0,11363,11028,22391
SYDNEY,2001,8,742381,717127,1459508,325629,371671,697300,1068010,1088798,2156808
TOWNSVILLE,2001,8,33343,34919,68262,0,0,0,33343,34919,68262
NEWCASTLE,2001,8,8607,8536,17143,0,0,0,8607,8536,17143
ADELAIDE,2001,9,159439,158795,318234,10938,9440,20378,170377,168235,338612
ALICE SPRINGS,2001,9,25809,25410,51219,0,0,0,25809,25410,51219
All Australian Airports,2001,9,2347364,2347364,4694728,691070,687638,1378708,3038434,3035002,6073436
BALLINA,2001,9,3536,3402,6938,0,0,0,3536,3402,6938
BRISBANE,2001,9,389028,392309,781337,117703,111430,229133,506731,503739,1010470
CAIRNS,2001,9,76837,76931,153768,26640,27707,54347,103477,104638,208115
CANBERRA,2001,9,73206,73209,146415,0,0,0,73206,73209,146415
DARWIN,2001,9,32519,34879,67398,8149,6220,14369,40668,41099,81767
GOLD COAST,2001,9,66079,65851,131930,1932,1925,3857,68011,67776,135787
HAMILTON ISLAND,2001,9,11334,11072,22406,0,0,0,11334,11072,22406
HOBART,2001,9,41469,38531,80000,0,0,0,41469,38531,80000
KARRATHA,2001,9,5595,5499,11094,0,0,0,5595,5499,11094
LAUNCESTON,2001,9,16945,16071,33016,0,0,0,16945,16071,33016
MACKAY,2001,9,10635,10763,21398,0,0,0,10635,10763,21398
MELBOURNE,2001,9,494873,496323,991196,137268,134285,271553,632141,630608,1262749
PERTH,2001,9,118382,118527,236909,71776,66339,138115,190158,184866,375024
ROCKHAMPTON,2001,9,9525,9574,19099,0,0,0,9525,9574,19099
SUNSHINE COAST,2001,9,10236,9967,20203,0,0,0,10236,9967,20203
SYDNEY,2001,9,620948,619817,1240765,315765,329483,645248,936713,949300,1886013
TOWNSVILLE,2001,9,28621,29514,58135,0,0,0,28621,29514,58135
NEWCASTLE,2001,9,9244,9189,18433,0,0,0,9244,9189,18433
ADELAIDE,2001,10,159531,155173,314704,12933,9145,22078,172464,164318,336782
ALICE SPRINGS,2001,10,23047,22706,45753,0,0,0,23047,22706,45753
All Australian Airports,2001,10,2294948,2294948,4589896,728889,607169,1336058,3023837,2902117,5925954
BALLINA,2001,10,3841,3879,7720,0,0,0,3841,3879,7720
BRISBANE,2001,10,378078,384559,762637,112802,98633,211435,490880,483192,974072
CAIRNS,2001,10,72155,71607,143762,25650,24925,50575,97805,96532,194337
CANBERRA,2001,10,69103,68934,138037,0,0,0,69103,68934,138037
DARWIN,2001,10,28425,29793,58218,8206,5546,13752,36631,35339,71970
GOLD COAST,2001,10,55802,59036,114838,1599,1855,3454,57401,60891,118292
HAMILTON ISLAND,2001,10,9063,9484,18547,0,0,0,9063,9484,18547
HOBART,2001,10,38041,36223,74264,0,0,0,38041,36223,74264
KARRATHA,2001,10,4613,4660,9273,0,0,0,4613,4660,9273
LAUNCESTON,2001,10,16115,15897,32012,0,0,0,16115,15897,32012
MACKAY,2001,10,10847,11188,22035,0,0,0,10847,11188,22035
MELBOURNE,2001,10,500996,483214,984210,149864,117967,267831,650860,601181,1252041
PERTH,2001,10,114387,116998,231385,77573,58859,136432,191960,175857,367817
ROCKHAMPTON,2001,10,8977,8758,17735,0,0,0,8977,8758,17735
SUNSHINE COAST,2001,10,8454,8710,17164,0,0,0,8454,8710,17164
SYDNEY,2001,10,616408,628258,1244666,339550,289458,629008,955958,917716,1873674
TOWNSVILLE,2001,10,29186,28813,57999,1,8,9,29187,28821,58008
NEWCASTLE,2001,10,9158,9473,18631,0,0,0,9158,9473,18631
ADELAIDE,2001,11,153176,153714,306890,9686,8967,18653,162862,162681,325543
ALICE SPRINGS,2001,11,21191,21793,42984,0,0,0,21191,21793,42984
All Australian Airports,2001,11,2321690,2321690,4643380,617609,620179,1237788,2939299,2941869,5881168
BALLINA,2001,11,3865,3717,7582,0,0,0,3865,3717,7582
BRISBANE,2001,11,363866,363990,727856,91837,91037,182874,455703,455027,910730
CAIRNS,2001,11,73927,76171,150098,26151,26647,52798,100078,102818,202896
CANBERRA,2001,11,71218,71235,142453,0,0,0,71218,71235,142453
DARWIN,2001,11,26393,28035,54428,5417,5026,10443,31810,33061,64871
GOLD COAST,2001,11,61544,62176,123720,2024,2030,4054,63568,64206,127774
HAMILTON ISLAND,2001,11,10014,9972,19986,0,0,0,10014,9972,19986
HOBART,2001,11,39020,39078,78098,0,0,0,39020,39078,78098
KARRATHA,2001,11,5129,5435,10564,0,0,0,5129,5435,10564
LAUNCESTON,2001,11,20880,20954,41834,0,0,0,20880,20954,41834
MACKAY,2001,11,12037,12487,24524,0,0,0,12037,12487,24524
MELBOURNE,2001,11,521118,513200,1034318,128589,127943,256532,649707,641143,1290850
PERTH,2001,11,119436,123339,242775,64610,57426,122036,184046,180765,364811
ROCKHAMPTON,2001,11,8691,9135,17826,0,0,0,8691,9135,17826
SUNSHINE COAST,2001,11,9133,9044,18177,0,0,0,9133,9044,18177
SYDNEY,2001,11,620157,615593,1235750,288534,300354,588888,908691,915947,1824638
TOWNSVILLE,2001,11,26444,27455,53899,44,44,88,26488,27499,53987
NEWCASTLE,2001,11,8920,8813,17733,0,0,0,8920,8813,17733
ADELAIDE,2001,12,157935,156951,314886,9894,10109,20003,167829,167060,334889
ALICE SPRINGS,2001,12,18084,19999,38083,0,0,0,18084,19999,38083
All Australian Airports,2001,12,2396555,2396555,4793110,730275,762019,1492294,3126830,3158574,6285404
BALLINA,2001,12,4484,4050,8534,0,0,0,4484,4050,8534
BRISBANE,2001,12,393651,384993,778644,106648,104084,210732,500299,489077,989376
CAIRNS,2001,12,75914,76387,152301,30451,24643,55094,106365,101030,207395
CANBERRA,2001,12,65794,67946,133740,0,0,0,65794,67946,133740
DARWIN,2001,12,25025,31654,56679,3401,4646,8047,28426,36300,64726
GOLD COAST,2001,12,72227,69824,142051,3131,3468,6599,75358,73292,148650
HAMILTON ISLAND,2001,12,11704,10686,22390,0,0,0,11704,10686,22390
HOBART,2001,12,46874,39853,86727,0,0,0,46874,39853,86727
KARRATHA,2001,12,4531,5754,10285,0,0,0,4531,5754,10285
LAUNCESTON,2001,12,30129,27690,57819,0,0,0,30129,27690,57819
MACKAY,2001,12,13045,12678,25723,0,0,0,13045,12678,25723
MELBOURNE,2001,12,522691,538416,1061107,148224,162551,310775,670915,700967,1371882
PERTH,2001,12,140544,136575,277119,75393,73957,149350,215937,210532,426469
ROCKHAMPTON,2001,12,8054,7597,15651,0,0,0,8054,7597,15651
SUNSHINE COAST,2001,12,9594,8599,18193,0,0,0,9594,8599,18193
SYDNEY,2001,12,625983,623216,1249199,351844,377254,729098,977827,1000470,1978297
TOWNSVILLE,2001,12,26478,28374,54852,23,27,50,26501,28401,54902
NEWCASTLE,2001,12,7642,7453,15095,493,561,1054,8135,8014,16149
ADELAIDE,2002,1,158681,159105,317786,10638,9181,19819,169319,168286,337605
ALICE SPRINGS,2002,1,19300,18510,37810,0,0,0,19300,18510,37810
All Australian Airports,2002,1,2471797,2471797,4943594,782505,745134,1527639,3254302,3216931,6471233
BALLINA,2002,1,3786,4523,8309,0,0,0,3786,4523,8309
BRISBANE,2002,1,396832,417089,813921,109527,100027,209554,506359,517116,1023475
CAIRNS,2002,1,72663,77322,149985,28140,28915,57055,100803,106237,207040
CANBERRA,2002,1,60652,58819,119471,0,0,0,60652,58819,119471
DARWIN,2002,1,32525,27341,59866,4841,3710,8551,37366,31051,68417
GOLD COAST,2002,1,75993,81268,157261,3720,3810,7530,79713,85078,164791
HAMILTON ISLAND,2002,1,10950,12199,23149,0,0,0,10950,12199,23149
HOBART,2002,1,44822,52942,97764,0,0,0,44822,52942,97764
KARRATHA,2002,1,5208,4560,9768,0,0,0,5208,4560,9768
LAUNCESTON,2002,1,28883,31966,60849,0,0,0,28883,31966,60849
MACKAY,2002,1,12894,13725,26619,0,0,0,12894,13725,26619
MELBOURNE,2002,1,580831,551074,1131905,168339,154245,322584,749170,705319,1454489
PERTH,2002,1,141743,153902,295645,74537,71902,146439,216280,225804,442084
ROCKHAMPTON,2002,1,7494,7697,15191,0,0,0,7494,7697,15191
SUNSHINE COAST,2002,1,9694,10794,20488,0,0,0,9694,10794,20488
SYDNEY,2002,1,647747,629361,1277108,381444,371770,753214,1029191,1001131,2030322
TOWNSVILLE,2002,1,26206,24676,50882,0,0,0,26206,24676,50882
NEWCASTLE,2002,1,6966,6995,13961,805,876,1681,7771,7871,15642
ADELAIDE,2002,2,153111,150565,303676,9245,7261,16506,162356,157826,320182
ALICE SPRINGS,2002,2,18262,17805,36067,0,0,0,18262,17805,36067
All Australian Airports,2002,2,2261521,2261521,4523042,691276,625125,1316401,2952797,2886646,5839443
BALLINA,2002,2,3259,3501,6760,0,0,0,3259,3501,6760
BRISBANE,2002,2,343655,346735,690390,98031,87700,185731,441686,434435,876121
CAIRNS,2002,2,65592,69309,134901,28950,25119,54069,94542,94428,188970
CANBERRA,2002,2,74979,74058,149037,0,0,0,74979,74058,149037
DARWIN,2002,2,25960,26439,52399,3298,3043,6341,29258,29482,58740
GOLD COAST,2002,2,60523,65176,125699,2875,2736,5611,63398,67912,131310
HAMILTON ISLAND,2002,2,9295,9390,18685,0,0,0,9295,9390,18685
HOBART,2002,2,45121,44482,89603,0,0,0,45121,44482,89603
KARRATHA,2002,2,5411,5691,11102,0,0,0,5411,5691,11102
LAUNCESTON,2002,2,25688,24860,50548,0,0,0,25688,24860,50548
MACKAY,2002,2,11541,11587,23128,0,0,0,11541,11587,23128
MELBOURNE,2002,2,519722,507977,1027699,149598,124476,274074,669320,632453,1301773
PERTH,2002,2,129722,136090,265812,69733,55801,125534,199455,191891,391346
ROCKHAMPTON,2002,2,7445,7705,15150,0,0,0,7445,7705,15150
SUNSHINE COAST,2002,2,7175,7064,14239,0,0,0,7175,7064,14239
SYDNEY,2002,2,592765,588710,1181475,328497,317977,646474,921262,906687,1827949
TOWNSVILLE,2002,2,23355,23746,47101,0,0,0,23355,23746,47101
NEWCASTLE,2002,2,7566,7704,15270,616,636,1252,8182,8340,16522
ADELAIDE,2002,3,175081,175524,350605,9520,9248,18768,184601,184772,369373
ALICE SPRINGS,2002,3,21829,21684,43513,0,0,0,21829,21684,43513
All Australian Airports,2002,3,2468809,2468809,4937618,718368,729751,1448119,3187177,3198560,6385737
BALLINA,2002,3,4449,4161,8610,0,0,0,4449,4161,8610
BRISBANE,2002,3,377957,376385,754342,105155,95557,200712,483112,471942,955054
CAIRNS,2002,3,81376,79454,160830,33218,31235,64453,114594,110689,225283
CANBERRA,2002,3,81851,81435,163286,0,0,0,81851,81435,163286
DARWIN,2002,3,32474,31955,64429,3936,4230,8166,36410,36185,72595
GOLD COAST,2002,3,70604,70324,140928,4248,3690,7938,74852,74014,148866
HAMILTON ISLAND,2002,3,10887,10191,21078,0,0,0,10887,10191,21078
HOBART,2002,3,42869,44412,87281,0,0,0,42869,44412,87281
KARRATHA,2002,3,5977,6161,12138,0,0,0,5977,6161,12138
LAUNCESTON,2002,3,27545,28412,55957,0,0,0,27545,28412,55957
MACKAY,2002,3,12781,12521,25302,0,0,0,12781,12521,25302
MELBOURNE,2002,3,543351,562766,1106117,152356,156881,309237,695707,719647,1415354
PERTH,2002,3,136523,135185,271708,72426,67876,140302,208949,203061,412010
ROCKHAMPTON,2002,3,8511,8409,16920,0,0,0,8511,8409,16920
SUNSHINE COAST,2002,3,8379,8154,16533,0,0,0,8379,8154,16533
SYDNEY,2002,3,637468,625572,1263040,336029,359582,695611,973497,985154,1958651
TOWNSVILLE,2002,3,27227,27139,54366,0,0,0,27227,27139,54366
NEWCASTLE,2002,3,8784,8608,17392,697,690,1387,9481,9298,18779
ADELAIDE,2002,4,160797,163575,324372,8064,9920,17984,168861,173495,342356
ALICE SPRINGS,2002,4,21415,21621,43036,0,0,0,21415,21621,43036
All Australian Airports,2002,4,2340454,2340454,4680908,624593,673756,1298349,2965047,3014210,5979257
BALLINA,2002,4,3937,4557,8494,0,0,0,3937,4557,8494
BRISBANE,2002,4,356947,364468,721415,96762,93619,190381,453709,458087,911796
CAIRNS,2002,4,80108,81251,161359,29253,29918,59171,109361,111169,220530
CANBERRA,2002,4,77334,77739,155073,0,0,0,77334,77739,155073
DARWIN,2002,4,34426,32452,66878,3825,3657,7482,38251,36109,74360
GOLD COAST,2002,4,66459,68343,134802,3681,3512,7193,70140,71855,141995
HAMILTON ISLAND,2002,4,10313,10930,21243,0,0,0,10313,10930,21243
HOBART,2002,4,36042,38623,74665,0,0,0,36042,38623,74665
KARRATHA,2002,4,6495,6505,13000,0,0,0,6495,6505,13000
LAUNCESTON,2002,4,23910,24949,48859,0,0,0,23910,24949,48859
MACKAY,2002,4,12820,12917,25737,0,0,0,12820,12917,25737
MELBOURNE,2002,4,513909,500317,1014226,123765,129504,253269,637674,629821,1267495
PERTH,2002,4,127898,136539,264437,56825,68791,125616,184723,205330,390053
ROCKHAMPTON,2002,4,8558,8462,17020,0,0,0,8558,8462,17020
SUNSHINE COAST,2002,4,7654,8297,15951,0,0,0,7654,8297,15951
SYDNEY,2002,4,606441,591864,1198305,300847,333360,634207,907288,925224,1832512
TOWNSVILLE,2002,4,27947,27374,55321,0,0,0,27947,27374,55321
NEWCASTLE,2002,4,8634,8796,17430,865,754,1619,9499,9550,19049
ADELAIDE,2002,5,161306,162698,324004,7399,9532,16931,168705,172230,340935
ALICE SPRINGS,2002,5,20950,21889,42839,0,0,0,20950,21889,42839
All Australian Airports,2002,5,2324569,2324569,4649138,574897,636866,1211763,2899466,2961435,5860901
BALLINA,2002,5,3429,3421,6850,0,0,0,3429,3421,6850
BRISBANE,2002,5,351704,353091,704795,92762,88673,181435,444466,441764,886230
CAIRNS,2002,5,80502,78574,159076,28581,30130,58711,109083,108704,217787
CANBERRA,2002,5,83310,84827,168137,0,0,0,83310,84827,168137
DARWIN,2002,5,39144,37849,76993,3866,4931,8797,43010,42780,85790
GOLD COAST,2002,5,61235,62536,123771,3808,3370,7178,65043,65906,130949
HAMILTON ISLAND,2002,5,8703,9095,17798,0,0,0,8703,9095,17798
HOBART,2002,5,31412,35408,66820,0,0,0,31412,35408,66820
KARRATHA,2002,5,6916,7038,13954,0,0,0,6916,7038,13954
LAUNCESTON,2002,5,19874,22308,42182,0,0,0,19874,22308,42182
MACKAY,2002,5,13579,13698,27277,0,0,0,13579,13698,27277
MELBOURNE,2002,5,505588,501610,1007198,107018,125821,232839,612606,627431,1240037
PERTH,2002,5,130450,129651,260101,57756,62436,120192,188206,192087,380293
ROCKHAMPTON,2002,5,9424,9593,19017,0,0,0,9424,9593,19017
SUNSHINE COAST,2002,5,7224,7271,14495,0,0,0,7224,7271,14495
SYDNEY,2002,5,596071,587439,1183510,272660,311046,583706,868731,898485,1767216
TOWNSVILLE,2002,5,29609,29707,59316,0,0,0,29609,29707,59316
NEWCASTLE,2002,5,9230,9312,18542,412,307,719,9642,9619,19261
ADELAIDE,2002,6,146834,144196,291030,8463,9154,17617,155297,153350,308647
ALICE SPRINGS,2002,6,22347,22848,45195,0,0,0,22347,22848,45195
All Australian Airports,2002,6,2240713,2240713,4481426,605461,658503,1263964,2846174,2899216,5745390
BALLINA,2002,6,2956,2890,5846,0,0,0,2956,2890,5846
BRISBANE,2002,6,346921,353004,699925,102396,98871,201267,449317,451875,901192
CAIRNS,2002,6,87111,83316,170427,31758,29190,60948,118869,112506,231375
CANBERRA,2002,6,77452,77325,154777,0,0,0,77452,77325,154777
DARWIN,2002,6,43022,41172,84194,4271,5062,9333,47293,46234,93527
GOLD COAST,2002,6,71822,71342,143164,3773,3146,6919,75595,74488,150083
HAMILTON ISLAND,2002,6,7619,7452,15071,0,0,0,7619,7452,15071
HOBART,2002,6,33815,31463,65278,0,0,0,33815,31463,65278
KARRATHA,2002,6,5996,6200,12196,0,0,0,5996,6200,12196
LAUNCESTON,2002,6,21228,20423,41651,0,0,0,21228,20423,41651
MACKAY,2002,6,13724,13438,27162,0,0,0,13724,13438,27162
MELBOURNE,2002,6,470175,486993,957168,113347,133486,246833,583522,620479,1204001
PERTH,2002,6,118474,119392,237866,59217,67405,126622,177691,186797,364488
ROCKHAMPTON,2002,6,9116,9076,18192,0,0,0,9116,9076,18192
SUNSHINE COAST,2002,6,7959,7436,15395,0,0,0,7959,7436,15395
SYDNEY,2002,6,565985,557427,1123412,281121,311137,592258,847106,868564,1715670
TOWNSVILLE,2002,6,31357,31120,62477,0,0,0,31357,31120,62477
NEWCASTLE,2002,6,8210,7916,16126,415,358,773,8625,8274,16899
ADELAIDE,2002,7,169272,169260,338532,11119,9866,20985,180391,179126,359517
ALICE SPRINGS,2002,7,27789,28297,56086,0,0,0,27789,28297,56086
All Australian Airports,2002,7,2572593,2572593,5145186,778916,685532,1464448,3351509,3258125,6609634
BALLINA,2002,7,3245,3304,6549,0,0,0,3245,3304,6549
BRISBANE,2002,7,404843,401209,806052,125385,100731,226116,530228,501940,1032168
CAIRNS,2002,7,103269,101612,204881,33028,31489,64517,136297,133101,269398
CANBERRA,2002,7,79042,78486,157528,0,0,0,79042,78486,157528
DARWIN,2002,7,51116,51396,102512,5864,5302,11166,56980,56698,113678
GOLD COAST,2002,7,90261,91009,181270,4771,4547,9318,95032,95556,190588
HAMILTON ISLAND,2002,7,10377,10538,20915,0,0,0,10377,10538,20915
HOBART,2002,7,32045,33062,65107,0,0,0,32045,33062,65107
KARRATHA,2002,7,6837,6857,13694,0,0,0,6837,6857,13694
LAUNCESTON,2002,7,19840,20519,40359,0,0,0,19840,20519,40359
MACKAY,2002,7,15226,15264,30490,0,0,0,15226,15264,30490
MELBOURNE,2002,7,541290,528862,1070152,154111,130785,284896,695401,659647,1355048
PERTH,2002,7,141346,145697,287043,74196,63105,137301,215542,208802,424344
ROCKHAMPTON,2002,7,10560,10169,20729,0,0,0,10560,10169,20729
SUNSHINE COAST,2002,7,10483,9940,20423,0,0,0,10483,9940,20423
SYDNEY,2002,7,648012,660569,1308581,369163,338385,707548,1017175,998954,2016129
TOWNSVILLE,2002,7,36541,35832,72373,0,0,0,36541,35832,72373
NEWCASTLE,2002,7,8711,8605,17316,547,570,1117,9258,9175,18433
ADELAIDE,2002,8,165574,166644,332218,10171,9170,19341,175745,175814,351559
ALICE SPRINGS,2002,8,26703,27809,54512,0,0,0,26703,27809,54512
All Australian Airports,2002,8,2528899,2528899,5057798,672938,713414,1386352,3201837,3242313,6444150
BALLINA,2002,8,2800,2661,5461,0,0,0,2800,2661,5461
