AIRPORT,Year,Month,Domestic_In,Domestic_Out,Domestic_Total,International_In,International_Out,International_Total,Pax_In,Pax_Out,Pax_Total
BALLINA,2015,8,17107,17073,34180,0,0,0,17107,17073,34180
BRISBANE,2015,8,701345,703706,1405051,217948,232266,450214,919293,935972,1855265
CAIRNS,2015,8,181781,189008,370789,27312,30336,57648,209093,219344,428437
CANBERRA,2015,8,121935,119718,241653,0,0,0,121935,119718,241653
DARWIN,2015,8,84768,90408,175176,11491,12008,23499,96259,102416,198675
GOLD COAST,2015,8,205291,207141,412432,37253,37977,75230,242544,245118,487662
HOBART,2015,8,80594,80957,161551,0,0,0,80594,80957,161551
KARRATHA,2015,8,25386,24763,50149,0,0,0,25386,24763,50149
LAUNCESTON,2015,8,46105,45411,91516,0,0,0,46105,45411,91516
MACKAY,2015,8,37652,37306,74958,0,0,0,37652,37306,74958
MELBOURNE,2015,8,987007,994987,1981994,363372,369533,732905,1350379,1364520,2714899
NEWCASTLE,2015,8,48158,47567,95725,0,0,0,48158,47567,95725
PERTH,2015,8,345804,339311,685115,168066,167076,335142,513870,506387,1020257
PROSERPINE,2015,8,14836,15049,29885,0,0,0,14836,15049,29885
ROCKHAMPTON,2015,8,25644,25817,51461,0,0,0,25644,25817,51461
SUNSHINE COAST,2015,8,37099,37056,74155,1625,1570,3195,38724,38626,77350
SYDNEY,2015,8,1080332,1065663,2145995,553594,567291,1120885,1633926,1632954,3266880
TOWNSVILLE,2015,8,64519,66566,131085,0,0,0,64519,66566,131085
ADELAIDE,2015,9,279982,283113,563095,35418,35682,71100,315400,318795,634195
ALICE SPRINGS,2015,9,25533,26219,51752,0,0,0,25533,26219,51752
All Australian Airports,2015,9,4866878,4866878,9733756,1458846,1474613,2933459,6325724,6341491,12667215
BALLINA,2015,9,21295,20346,41641,0,0,0,21295,20346,41641
BRISBANE,2015,9,734237,724209,1458446,222465,226764,449229,956702,950973,1907675
CAIRNS,2015,9,180672,171210,351882,23846,26196,50042,204518,197406,401924
CANBERRA,2015,9,121215,122296,243511,0,0,0,121215,122296,243511
DARWIN,2015,9,81414,81062,162476,10797,10482,21279,92211,91544,183755
GOLD COAST,2015,9,233558,221191,454749,40579,42342,82921,274137,263533,537670
HOBART,2015,9,86809,83347,170156,0,0,0,86809,83347,170156
KARRATHA,2015,9,25376,26444,51820,0,0,0,25376,26444,51820
LAUNCESTON,2015,9,47215,46412,93627,0,0,0,47215,46412,93627
MACKAY,2015,9,36204,36478,72682,0,0,0,36204,36478,72682
MELBOURNE,2015,9,1003849,1002529,2006378,373604,370822,744426,1377453,1373351,2750804
NEWCASTLE,2015,9,49787,50528,100315,0,0,0,49787,50528,100315
PERTH,2015,9,345190,354353,699543,175801,178626,354427,520991,532979,1053970
PROSERPINE,2015,9,15547,14935,30482,0,0,0,15547,14935,30482
ROCKHAMPTON,2015,9,25941,26185,52126,0,0,0,25941,26185,52126
SUNSHINE COAST,2015,9,44012,41811,85823,1643,1593,3236,45655,43404,89059
SYDNEY,2015,9,1087857,1109278,2197135,572834,579569,1152403,1660691,1688847,3349538
TOWNSVILLE,2015,9,66864,67845,134709,1111,1698,2809,67975,69543,137518
ADELAIDE,2015,10,315821,304706,620527,39982,32407,72389,355803,337113,692916
ALICE SPRINGS,2015,10,27027,27745,54772,0,0,0,27027,27745,54772
All Australian Airports,2015,10,5158576,5158576,10317152,1631063,1391059,3022122,6789639,6549635,13339274
BALLINA,2015,10,21492,22587,44079,0,0,0,21492,22587,44079
BRISBANE,2015,10,752480,761055,1513535,242288,216271,458559,994768,977326,1972094
CAIRNS,2015,10,178571,187352,365923,25590,23096,48686,204161,210448,414609
CANBERRA,2015,10,126705,122960,249665,0,0,0,126705,122960,249665
DARWIN,2015,10,73852,80226,154078,11222,9569,20791,85074,89795,174869
GOLD COAST,2015,10,236242,241794,478036,45123,40934,86057,281365,282728,564093
HOBART,2015,10,99361,94374,193735,0,0,0,99361,94374,193735
KARRATHA,2015,10,26024,25986,52010,0,0,0,26024,25986,52010
LAUNCESTON,2015,10,56542,53452,109994,0,0,0,56542,53452,109994
MACKAY,2015,10,36013,36482,72495,0,0,0,36013,36482,72495
MELBOURNE,2015,10,1087942,1081715,2169657,422440,352894,775334,1510382,1434609,2944991
NEWCASTLE,2015,10,53226,53114,106340,0,0,0,53226,53114,106340
PERTH,2015,10,376349,371879,748228,201257,159865,361122,577606,531744,1109350
PROSERPINE,2015,10,15690,16533,32223,0,0,0,15690,16533,32223
ROCKHAMPTON,2015,10,26606,26540,53146,0,0,0,26606,26540,53146
SUNSHINE COAST,2015,10,43308,45063,88371,1104,1133,2237,44412,46196,90608
SYDNEY,2015,10,1176002,1166705,2342707,639213,552224,1191437,1815215,1718929,3534144
TOWNSVILLE,2015,10,67865,67814,135679,1815,1720,3535,69680,69534,139214
ADELAIDE,2015,11,296138,294450,590588,30136,30705,60841,326274,325155,651429
ALICE SPRINGS,2015,11,25183,25315,50498,0,0,0,25183,25315,50498
All Australian Airports,2015,11,4917705,4917705,9835410,1403347,1420285,2823632,6321052,6337990,12659042
BALLINA,2015,11,18420,18281,36701,0,0,0,18420,18281,36701
BRISBANE,2015,11,716798,726921,1443719,202450,210900,413350,919248,937821,1857069
CAIRNS,2015,11,165109,167707,332816,21836,23067,44903,186945,190774,377719
CANBERRA,2015,11,127260,123247,250507,0,0,0,127260,123247,250507
DARWIN,2015,11,66020,67254,133274,9269,9372,18641,75289,76626,151915
GOLD COAST,2015,11,212679,218157,430836,38050,40108,78158,250729,258265,508994
HOBART,2015,11,99925,99671,199596,0,0,0,99925,99671,199596
KARRATHA,2015,11,25465,24652,50117,0,0,0,25465,24652,50117
LAUNCESTON,2015,11,58767,57575,116342,0,0,0,58767,57575,116342
MACKAY,2015,11,33988,33821,67809,0,0,0,33988,33821,67809
MELBOURNE,2015,11,1040806,1038007,2078813,369057,367768,736825,1409863,1405775,2815638
NEWCASTLE,2015,11,49346,50066,99412,0,0,0,49346,50066,99412
PERTH,2015,11,350883,348296,699179,161118,156852,317970,512001,505148,1017149
PROSERPINE,2015,11,14857,15355,30212,0,0,0,14857,15355,30212
ROCKHAMPTON,2015,11,25321,26155,51476,0,0,0,25321,26155,51476
SUNSHINE COAST,2015,11,39106,40016,79122,0,0,0,39106,40016,79122
SYDNEY,2015,11,1135940,1126558,2262498,570432,579909,1150341,1706372,1706467,3412839
TOWNSVILLE,2015,11,59754,61357,121111,348,881,1229,60102,62238,122340
ADELAIDE,2015,12,298324,301313,599637,36126,43398,79524,334450,344711,679161
ALICE SPRINGS,2015,12,20426,23679,44105,0,0,0,20426,23679,44105
All Australian Airports,2015,12,5028280,5028280,10056560,1580055,1847744,3427799,6608335,6876024,13484359
BALLINA,2015,12,22277,21230,43507,0,0,0,22277,21230,43507
BRISBANE,2015,12,754152,733470,1487622,232652,268343,500995,986804,1001813,1988617
CAIRNS,2015,12,182390,171966,354356,24899,27384,52283,207289,199350,406639
CANBERRA,2015,12,107340,116006,223346,0,0,0,107340,116006,223346
DARWIN,2015,12,59547,74649,134196,8199,13996,22195,67746,88645,156391
GOLD COAST,2015,12,242367,230040,472407,45218,51494,96712,287585,281534,569119
HOBART,2015,12,119726,107224,226950,0,0,0,119726,107224,226950
KARRATHA,2015,12,20550,25239,45789,0,0,0,20550,25239,45789
LAUNCESTON,2015,12,70521,62644,133165,0,0,0,70521,62644,133165
MACKAY,2015,12,33735,35613,69348,0,0,0,33735,35613,69348
MELBOURNE,2015,12,1042951,1067979,2110930,408817,468826,877643,1451768,1536805,2988573
NEWCASTLE,2015,12,50922,49590,100512,0,0,0,50922,49590,100512
PERTH,2015,12,366185,364502,730687,177833,225340,403173,544018,589842,1133860
PROSERPINE,2015,12,15727,15960,31687,0,0,0,15727,15960,31687
ROCKHAMPTON,2015,12,24365,24938,49303,0,0,0,24365,24938,49303
SUNSHINE COAST,2015,12,43719,41433,85152,636,701,1337,44355,42134,86489
SYDNEY,2015,12,1157667,1146169,2303836,643342,745391,1388733,1801009,1891560,3692569
TOWNSVILLE,2015,12,62377,66334,128711,1571,1979,3550,63948,68313,132261
ADELAIDE,2016,1,282520,284142,566662,44890,39537,84427,327410,323679,651089
ALICE SPRINGS,2016,1,21595,18953,40548,0,0,0,21595,18953,40548
All Australian Airports,2016,1,4792766,4792766,9585532,1918216,1642055,3560271,6710982,6434821,13145803
BALLINA,2016,1,22620,24286,46906,0,0,0,22620,24286,46906
BRISBANE,2016,1,668003,684524,1352527,272608,233848,506456,940611,918372,1858983
CAIRNS,2016,1,166392,180143,346535,28354,25600,53954,194746,205743,400489
CANBERRA,2016,1,95222,85827,181049,0,0,0,95222,85827,181049
DARWIN,2016,1,69180,55538,124718,14691,10021,24712,83871,65559,149430
GOLD COAST,2016,1,247220,268967,516187,52344,43905,96249,299564,312872,612436
HOBART,2016,1,108012,124464,232476,0,0,0,108012,124464,232476
KARRATHA,2016,1,21683,18456,40139,0,0,0,21683,18456,40139
LAUNCESTON,2016,1,63517,72206,135723,0,0,0,63517,72206,135723
MACKAY,2016,1,30454,28859,59313,0,0,0,30454,28859,59313
MELBOURNE,2016,1,1054336,987466,2041802,479446,415848,895294,1533782,1403314,2937096
NEWCASTLE,2016,1,46952,48275,95227,0,0,0,46952,48275,95227
PERTH,2016,1,339718,348882,688600,239957,194026,433983,579675,542908,1122583
PROSERPINE,2016,1,14831,16301,31132,0,0,0,14831,16301,31132
ROCKHAMPTON,2016,1,20585,19538,40123,0,0,0,20585,19538,40123
SUNSHINE COAST,2016,1,42454,47148,89602,1157,1031,2188,43611,48179,91790
SYDNEY,2016,1,1104447,1113703,2218150,781878,675908,1457786,1886325,1789611,3675936
TOWNSVILLE,2016,1,58001,53823,111824,1864,1370,3234,59865,55193,115058
ADELAIDE,2016,2,267124,259758,526882,35415,29381,64796,302539,289139,591678
ALICE SPRINGS,2016,2,21495,20697,42192,0,0,0,21495,20697,42192
All Australian Airports,2016,2,4440650,4440650,8881300,1560626,1375056,2935682,6001276,5815706,11816982
BALLINA,2016,2,18248,18346,36594,0,0,0,18248,18346,36594
BRISBANE,2016,2,627222,628947,1256169,212385,196486,408871,839607,825433,1665040
CAIRNS,2016,2,147359,150684,298043,29128,28700,57828,176487,179384,355871
CANBERRA,2016,2,113441,110029,223470,0,0,0,113441,110029,223470
DARWIN,2016,2,52593,53943,106536,9106,7612,16718,61699,61555,123254
GOLD COAST,2016,2,197007,202951,399958,42775,36302,79077,239782,239253,479035
HOBART,2016,2,97978,97936,195914,0,0,0,97978,97936,195914
KARRATHA,2016,2,20037,19143,39180,0,0,0,20037,19143,39180
LAUNCESTON,2016,2,57729,56406,114135,0,0,0,57729,56406,114135
MACKAY,2016,2,28048,28251,56299,0,0,0,28048,28251,56299
MELBOURNE,2016,2,962294,958670,1920964,409332,354902,764234,1371626,1313572,2685198
NEWCASTLE,2016,2,44280,45153,89433,0,0,0,44280,45153,89433
PERTH,2016,2,298463,306771,605234,183022,150969,333991,481485,457740,939225
PROSERPINE,2016,2,13452,13838,27290,0,0,0,13452,13838,27290
ROCKHAMPTON,2016,2,21204,20977,42181,0,0,0,21204,20977,42181
SUNSHINE COAST,2016,2,31549,31537,63086,799,791,1590,32348,32328,64676
SYDNEY,2016,2,1056881,1054242,2111123,636639,567917,1204556,1693520,1622159,3315679
TOWNSVILLE,2016,2,49452,48711,98163,1352,1370,2722,50804,50081,100885
ADELAIDE,2016,3,305728,298866,604594,32873,33552,66425,338601,332418,671019
ALICE SPRINGS,2016,3,25382,24926,50308,0,0,0,25382,24926,50308
All Australian Airports,2016,3,4948572,4948572,9897144,1470828,1538489,3009317,6419400,6487061,12906461
BALLINA,2016,3,21013,20676,41689,0,0,0,21013,20676,41689
BRISBANE,2016,3,710475,717302,1427777,207898,219618,427516,918373,936920,1855293
CAIRNS,2016,3,161725,158261,319986,26429,29816,56245,188154,188077,376231
CANBERRA,2016,3,125542,126699,252241,0,0,0,125542,126699,252241
DARWIN,2016,3,65319,65196,130515,8824,9100,17924,74143,74296,148439
GOLD COAST,2016,3,219004,218426,437430,46336,44337,90673,265340,262763,528103
HOBART,2016,3,104741,107306,212047,0,0,0,104741,107306,212047
KARRATHA,2016,3,21020,21745,42765,0,0,0,21020,21745,42765
LAUNCESTON,2016,3,61282,61169,122451,0,0,0,61282,61169,122451
MACKAY,2016,3,33248,33232,66480,0,0,0,33248,33232,66480
MELBOURNE,2016,3,1040159,1071754,2111913,375712,400070,775782,1415871,1471824,2887695
NEWCASTLE,2016,3,50766,50326,101092,0,0,0,50766,50326,101092
PERTH,2016,3,351129,344678,695807,169100,174373,343473,520229,519051,1039280
PROSERPINE,2016,3,14101,13833,27934,0,0,0,14101,13833,27934
ROCKHAMPTON,2016,3,23995,24732,48727,0,0,0,23995,24732,48727
SUNSHINE COAST,2016,3,38086,37653,75739,0,0,0,38086,37653,75739
SYDNEY,2016,3,1162751,1135735,2298486,601343,625198,1226541,1764094,1760933,3525027
TOWNSVILLE,2016,3,58566,58563,117129,1555,1604,3159,60121,60167,120288
ADELAIDE,2016,4,291320,302867,594187,31541,36181,67722,322861,339048,661909
ALICE SPRINGS,2016,4,24991,24943,49934,0,0,0,24991,24943,49934
All Australian Airports,2016,4,4813506,4813506,9627012,1481132,1478130,2959262,6294638,6291636,12586274
BALLINA,2016,4,19736,20262,39998,0,0,0,19736,20262,39998
BRISBANE,2016,4,698082,690470,1388552,212414,207393,419807,910496,897863,1808359
CAIRNS,2016,4,158962,163293,322255,25976,25867,51843,184938,189160,374098
CANBERRA,2016,4,118371,122047,240418,0,0,0,118371,122047,240418
DARWIN,2016,4,72103,70832,142935,9808,10021,19829,81911,80853,162764
GOLD COAST,2016,4,213036,219439,432475,45883,39557,85440,258919,258996,517915
HOBART,2016,4,94140,102924,197064,0,0,0,94140,102924,197064
KARRATHA,2016,4,20794,21126,41920,0,0,0,20794,21126,41920
LAUNCESTON,2016,4,54996,60277,115273,0,0,0,54996,60277,115273
MACKAY,2016,4,32759,32306,65065,0,0,0,32759,32306,65065
MELBOURNE,2016,4,1034619,975844,2010463,377543,363931,741474,1412162,1339775,2751937
NEWCASTLE,2016,4,46121,48685,94806,0,0,0,46121,48685,94806
PERTH,2016,4,339551,343860,683411,172768,180423,353191,512319,524283,1036602
PROSERPINE,2016,4,13458,13972,27430,0,0,0,13458,13972,27430
ROCKHAMPTON,2016,4,24289,23917,48206,0,0,0,24289,23917,48206
SUNSHINE COAST,2016,4,40425,41283,81708,0,0,0,40425,41283,81708
SYDNEY,2016,4,1105980,1120670,2226650,602761,612185,1214946,1708741,1732855,3441596
TOWNSVILLE,2016,4,61298,59331,120629,1417,1604,3021,62715,60935,123650
ADELAIDE,2016,5,281939,282036,563975,31336,37676,69012,313275,319712,632987
ALICE SPRINGS,2016,5,23863,24436,48299,0,0,0,23863,24436,48299
All Australian Airports,2016,5,4637908,4637908,9275816,1301845,1389018,2690863,5939753,6026926,11966679
BALLINA,2016,5,16647,17018,33665,0,0,0,16647,17018,33665
BRISBANE,2016,5,684637,680157,1364794,192720,200906,393626,877357,881063,1758420
CAIRNS,2016,5,153667,154045,307712,18986,22772,41758,172653,176817,349470
CANBERRA,2016,5,121205,120895,242100,0,0,0,121205,120895,242100
DARWIN,2016,5,76985,73577,150562,10481,11275,21756,87466,84852,172318
GOLD COAST,2016,5,190164,193810,383974,40725,37346,78071,230889,231156,462045
HOBART,2016,5,86020,90531,176551,0,0,0,86020,90531,176551
KARRATHA,2016,5,23696,22587,46283,0,0,0,23696,22587,46283
LAUNCESTON,2016,5,47415,49237,96652,0,0,0,47415,49237,96652
MACKAY,2016,5,32884,32963,65847,0,0,0,32884,32963,65847
MELBOURNE,2016,5,965286,979592,1944878,329015,361483,690498,1294301,1341075,2635376
NEWCASTLE,2016,5,47968,47961,95929,0,0,0,47968,47961,95929
PERTH,2016,5,323448,324678,648126,149078,158887,307965,472526,483565,956091
PROSERPINE,2016,5,11882,12342,24224,0,0,0,11882,12342,24224
ROCKHAMPTON,2016,5,25201,25046,50247,0,0,0,25201,25046,50247
SUNSHINE COAST,2016,5,34073,34407,68480,0,0,0,34073,34407,68480
SYDNEY,2016,5,1072295,1055096,2127391,526968,555830,1082798,1599263,1610926,3210189
TOWNSVILLE,2016,5,63397,62570,125967,1685,1933,3618,65082,64503,129585
ADELAIDE,2016,6,269707,262566,532273,33289,39790,73079,302996,302356,605352
ALICE SPRINGS,2016,6,26273,25397,51670,0,0,0,26273,25397,51670
All Australian Airports,2016,6,4578644,4578644,9157288,1330046,1575902,2905948,5908690,6154546,12063236
BALLINA,2016,6,16601,15990,32591,0,0,0,16601,15990,32591
BRISBANE,2016,6,686183,685336,1371519,201824,228594,430418,888007,913930,1801937
CAIRNS,2016,6,177835,162796,340631,20267,23078,43345,198102,185874,383976
CANBERRA,2016,6,116467,119291,235758,0,0,0,116467,119291,235758
DARWIN,2016,6,89663,83070,172733,10734,13149,23883,100397,96219,196616
GOLD COAST,2016,6,195060,186355,381415,40144,43653,83797,235204,230008,465212
HOBART,2016,6,86667,86917,173584,0,0,0,86667,86917,173584
KARRATHA,2016,6,20235,21159,41394,0,0,0,20235,21159,41394
LAUNCESTON,2016,6,45377,45564,90941,0,0,0,45377,45564,90941
MACKAY,2016,6,31980,32428,64408,0,0,0,31980,32428,64408
MELBOURNE,2016,6,934008,983208,1917216,344024,421392,765416,1278032,1404600,2682632
NEWCASTLE,2016,6,46132,46062,92194,0,0,0,46132,46062,92194
PERTH,2016,6,319153,317203,636356,153342,186840,340182,472495,504043,976538
PROSERPINE,2016,6,12667,12157,24824,0,0,0,12667,12157,24824
ROCKHAMPTON,2016,6,24694,24846,49540,0,0,0,24694,24846,49540
SUNSHINE COAST,2016,6,36604,33840,70444,0,0,0,36604,33840,70444
SYDNEY,2016,6,1032639,1022740,2055379,524116,616675,1140791,1556755,1639415,3196170
TOWNSVILLE,2016,6,64868,64899,129767,1663,2044,3707,66531,66943,133474
ADELAIDE,2016,7,300002,307952,607954,47258,43425,90683,347260,351377,698637
ALICE SPRINGS,2016,7,29511,31770,61281,0,0,0,29511,31770,61281
All Australian Airports,2016,7,5156435,5156435,10312870,1832875,1574975,3407850,6989310,6731410,13720720
BALLINA,2016,7,20878,21002,41880,0,0,0,20878,21002,41880
BRISBANE,2016,7,774563,759615,1534178,265175,226192,491367,1039738,985807,2025545
CAIRNS,2016,7,205259,208746,414005,28946,24878,53824,234205,233624,467829
CANBERRA,2016,7,124246,122447,246693,0,0,0,124246,122447,246693
DARWIN,2016,7,96087,97283,193370,15791,13694,29485,111878,110977,222855
GOLD COAST,2016,7,232007,236570,468577,59466,47514,106980,291473,284084,575557
HOBART,2016,7,90828,92811,183639,0,0,0,90828,92811,183639
KARRATHA,2016,7,20847,20392,41239,0,0,0,20847,20392,41239
LAUNCESTON,2016,7,53340,54414,107754,0,0,0,53340,54414,107754
MACKAY,2016,7,33613,33546,67159,0,0,0,33613,33546,67159
MELBOURNE,2016,7,1099867,1051762,2151629,473996,402026,876022,1573863,1453788,3027651
NEWCASTLE,2016,7,52867,53175,106042,0,0,0,52867,53175,106042
PERTH,2016,7,345310,359636,704946,217460,185918,403378,562770,545554,1108324
PROSERPINE,2016,7,14239,14944,29183,0,0,0,14239,14944,29183
ROCKHAMPTON,2016,7,25130,25466,50596,0,0,0,25130,25466,50596
SUNSHINE COAST,2016,7,45489,45561,91050,2074,1472,3546,47563,47033,94596
SYDNEY,2016,7,1154741,1177544,2332285,719961,627148,1347109,1874702,1804692,3679394
TOWNSVILLE,2016,7,72641,70220,142861,1973,1919,3892,74614,72139,146753
ADELAIDE,2016,8,284393,279860,564253,39027,40220,79247,323420,320080,643500
ALICE SPRINGS,2016,8,28224,29224,57448,0,0,0,28224,29224,57448
All Australian Airports,2016,8,4856516,4856516,9713032,1514269,1548743,3063012,6370785,6405259,12776044
BALLINA,2016,8,16839,17001,33840,0,0,0,16839,17001,33840
BRISBANE,2016,8,717033,719211,1436244,221238,238799,460037,938271,958010,1896281
CAIRNS,2016,8,189152,195768,384920,28342,33282,61624,217494,229050,446544
CANBERRA,2016,8,126885,123817,250702,0,0,0,126885,123817,250702
DARWIN,2016,8,85340,92203,177543,12553,12772,25325,97893,104975,202868
GOLD COAST,2016,8,210580,215272,425852,47794,48410,96204,258374,263682,522056
HOBART,2016,8,83265,85213,168478,0,0,0,83265,85213,168478
KARRATHA,2016,8,21137,20783,41920,0,0,0,21137,20783,41920
LAUNCESTON,2016,8,44702,44901,89603,0,0,0,44702,44901,89603
MACKAY,2016,8,32588,32852,65440,0,0,0,32588,32852,65440
MELBOURNE,2016,8,1007425,1007861,2015286,387190,393644,780834,1394615,1401505,2796120
NEWCASTLE,2016,8,50653,50216,100869,0,0,0,50653,50216,100869
PERTH,2016,8,333833,330911,664744,172310,168899,341209,506143,499810,1005953
PROSERPINE,2016,8,14357,14671,29028,0,0,0,14357,14671,29028
ROCKHAMPTON,2016,8,25307,25273,50580,0,0,0,25307,25273,50580
SUNSHINE COAST,2016,8,38254,38622,76876,1740,1512,3252,39994,40134,80128
SYDNEY,2016,8,1112898,1096154,2209052,601925,608827,1210752,1714823,1704981,3419804
TOWNSVILLE,2016,8,64208,66056,130264,1609,1800,3409,65817,67856,133673
ADELAIDE,2016,9,293756,288573,582329,42085,41067,83152,335841,329640,665481
ALICE SPRINGS,2016,9,28047,28214,56261,0,0,0,28047,28214,56261
All Australian Airports,2016,9,5029232,5029232,10058464,1583513,1592100,3175613,6612745,6621332,13234077
BALLINA,2016,9,22038,20627,42665,0,0,0,22038,20627,42665
BRISBANE,2016,9,751149,738748,1489897,235700,237262,472962,986849,976010,1962859
CAIRNS,2016,9,191670,182330,374000,27185,29632,56817,218855,211962,430817
CANBERRA,2016,9,123755,129234,252989,1421,1784,3205,125176,131018,256194
DARWIN,2016,9,81116,82094,163210,11777,12080,23857,92893,94174,187067
GOLD COAST,2016,9,236038,225191,461229,48322,48558,96880,284360,273749,558109
HOBART,2016,9,94732,90362,185094,0,0,0,94732,90362,185094
KARRATHA,2016,9,20716,20875,41591,0,0,0,20716,20875,41591
LAUNCESTON,2016,9,50064,48950,99014,0,0,0,50064,48950,99014
MACKAY,2016,9,32594,33221,65815,0,0,0,32594,33221,65815
MELBOURNE,2016,9,1059435,1055705,2115140,407615,395718,803333,1467050,1451423,2918473
NEWCASTLE,2016,9,53555,54507,108062,0,0,0,53555,54507,108062
PERTH,2016,9,345591,347858,693449,187478,191734,379212,533069,539592,1072661
PROSERPINE,2016,9,15023,14654,29677,0,0,0,15023,14654,29677
ROCKHAMPTON,2016,9,26180,26113,52293,0,0,0,26180,26113,52293
SUNSHINE COAST,2016,9,46247,44443,90690,1894,1746,3640,48141,46189,94330
SYDNEY,2016,9,1125415,1159911,2285326,617389,630118,1247507,1742804,1790029,3532833
TOWNSVILLE,2016,9,66576,68269,134845,1969,1734,3703,68545,70003,138548
ADELAIDE,2016,10,317098,319192,636290,46341,35408,81749,363439,354600,718039
ALICE SPRINGS,2016,10,28695,29258,57953,0,0,0,28695,29258,57953
All Australian Airports,2016,10,5210059,5210059,10420118,1740278,1485480,3225758,6950337,6695539,13645876
BALLINA,2016,10,23453,23982,47435,0,0,0,23453,23982,47435
BRISBANE,2016,10,745465,757564,1503029,251916,231523,483439,997381,989087,1986468
CAIRNS,2016,10,190492,197416,387908,27703,26910,54613,218195,224326,442521
CANBERRA,2016,10,131890,124676,256566,3821,3174,6995,135711,127850,263561
DARWIN,2016,10,80062,84059,164121,12234,11149,23383,92296,95208,187504
GOLD COAST,2016,10,241097,246926,488023,48289,44655,92944,289386,291581,580967
HOBART,2016,10,104258,101159,205417,0,0,0,104258,101159,205417
KARRATHA,2016,10,21361,19801,41162,0,0,0,21361,19801,41162
LAUNCESTON,2016,10,55946,52152,108098,0,0,0,55946,52152,108098
MACKAY,2016,10,32954,33473,66427,0,0,0,32954,33473,66427
MELBOURNE,2016,10,1093450,1100268,2193718,439964,373475,813439,1533414,1473743,3007157
NEWCASTLE,2016,10,57411,56414,113825,0,0,0,57411,56414,113825
PERTH,2016,10,353502,358906,712408,212243,166592,378835,565745,525498,1091243
PROSERPINE,2016,10,15452,16245,31697,0,0,0,15452,16245,31697
ROCKHAMPTON,2016,10,25428,25446,50874,0,0,0,25428,25446,50874
SUNSHINE COAST,2016,10,47646,48922,96568,1663,1627,3290,49309,50549,99858
SYDNEY,2016,10,1202970,1174544,2377514,693223,588318,1281541,1896193,1762862,3659055
TOWNSVILLE,2016,10,64602,64935,129537,2053,1842,3895,66655,66777,133432
ADELAIDE,2016,11,304689,305932,610621,34776,36227,71003,339465,342159,681624
ALICE SPRINGS,2016,11,25078,25258,50336,0,0,0,25078,25258,50336
All Australian Airports,2016,11,5021928,5021928,10043856,1489028,1536531,3025559,6510956,6558459,13069415
BALLINA,2016,11,20317,20018,40335,0,0,0,20317,20018,40335
BRISBANE,2016,11,715585,722357,1437942,212287,226400,438687,927872,948757,1876629
CAIRNS,2016,11,171693,174915,346608,23821,26864,50685,195514,201779,397293
CANBERRA,2016,11,134343,131391,265734,3393,3274,6667,137736,134665,272401
DARWIN,2016,11,68187,68918,137105,9560,9637,19197,77747,78555,156302
GOLD COAST,2016,11,217585,221922,439507,41995,42664,84659,259580,264586,524166
